student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,risk_score
13098,18,female,public,post graduate,3.7,91.4,yes,<15 min,no,online videos,53.8,53.9,59.2,56.7,d,37.62999999999999
9170,18,other,public,high school,3.3,91.3,yes,<15 min,no,coaching,57.4,62.6,50.6,64.1,d,29.489999999999995
6198,15,male,private,post graduate,7.3,91.1,yes,30-60 min,no,coaching,100.0,100.0,97.6,95.6,a,-5.159999999999997
11259,17,other,public,graduate,7.1,67.8,yes,30-60 min,no,mixed,76.4,91.1,86.6,91.2,b,-0.3200000000000074
5451,15,female,private,high school,6.0,76.3,no,30-60 min,yes,coaching,75.7,84.6,70.6,74.7,c,17.829999999999984
8976,14,male,private,post graduate,6.5,62.2,yes,30-60 min,no,coaching,72.6,97.0,92.7,84.7,c,6.829999999999984
8433,14,other,public,no formal,4.2,59.7,yes,>60 min,no,coaching,75.9,68.2,88.2,66.6,d,90.0
5875,18,male,public,no formal,5.3,84.7,yes,30-60 min,no,online videos,87.1,67.8,51.4,83.6,c,8.039999999999992
1554,17,female,public,phd,7.3,79.3,yes,15-30 min,yes,group study,87.6,58.3,74.1,81.0,c,10.899999999999991
12771,15,male,private,diploma,0.8,88.3,yes,>60 min,no,coaching,34.9,36.2,19.8,31.9,f,80.0
1013,15,female,public,graduate,1.0,77.1,yes,<15 min,yes,group study,48.2,39.3,46.6,43.2,e,80.0
8379,19,female,private,post graduate,1.4,65.5,yes,<15 min,no,mixed,13.6,0.0,25.8,28.8,f,80.0
1882,15,other,public,high school,5.0,70.6,yes,>60 min,yes,notes,69.6,67.0,72.5,68.4,d,24.75999999999999
6800,17,male,public,diploma,7.8,85.3,yes,15-30 min,yes,textbook,79.7,100.0,100.0,100.0,a,-10.000000000000014
14598,19,other,public,diploma,1.6,73.9,no,15-30 min,no,coaching,24.2,39.5,48.7,37.1,f,80.0
13241,17,other,public,high school,6.7,83.0,yes,30-60 min,yes,online videos,82.1,61.3,96.5,85.4,b,6.059999999999988
13676,17,other,private,diploma,2.8,74.2,yes,>60 min,yes,textbook,51.2,49.1,62.1,46.4,e,80.0
4587,15,other,public,diploma,5.7,72.1,no,<15 min,no,notes,86.9,89.9,77.0,84.2,c,7.3799999999999955
8623,19,other,private,no formal,1.2,71.0,yes,30-60 min,yes,group study,49.1,55.5,49.3,43.9,e,80.0
8431,14,other,public,diploma,1.1,86.6,yes,15-30 min,yes,coaching,50.3,49.1,35.2,52.8,e,80.0
6448,18,male,private,graduate,6.1,96.4,yes,>60 min,yes,textbook,85.9,68.1,80.7,83.5,c,8.149999999999991
2346,15,other,public,post graduate,2.8,66.3,yes,15-30 min,yes,group study,64.5,43.9,39.6,46.0,e,80.0
76,16,other,public,high school,7.3,91.6,yes,>60 min,yes,online videos,99.6,100.0,99.1,96.4,a,-6.0400000000000205
9549,19,female,public,high school,2.2,56.2,yes,>60 min,yes,notes,39.2,36.0,32.1,39.2,f,90.0
14212,14,other,private,post graduate,4.1,56.5,yes,15-30 min,no,group study,78.3,56.1,44.0,53.7,e,90.0
5878,15,other,public,no formal,3.9,97.9,yes,15-30 min,no,notes,78.7,85.5,88.4,74.5,c,18.049999999999997
6786,19,other,public,phd,2.4,81.2,yes,15-30 min,yes,coaching,43.8,43.6,29.8,43.4,e,80.0
4923,17,other,public,graduate,3.6,79.1,no,15-30 min,no,notes,53.4,54.2,48.9,64.0,d,29.599999999999994
8091,17,other,public,no formal,1.0,94.0,no,>60 min,no,group study,47.1,36.9,40.4,52.4,e,80.0
2331,14,female,public,graduate,1.9,76.4,yes,30-60 min,yes,notes,54.0,46.0,68.4,49.1,e,80.0
4687,19,other,public,graduate,4.2,75.1,no,30-60 min,yes,coaching,62.1,62.0,56.8,66.0,d,27.39999999999999
14408,19,male,private,graduate,5.9,82.0,yes,>60 min,yes,mixed,70.6,63.1,69.9,76.2,c,16.179999999999993
1903,18,female,public,no formal,6.5,64.0,yes,15-30 min,yes,coaching,82.3,91.4,71.5,84.6,c,6.939999999999998
14199,18,female,private,no formal,6.6,74.2,yes,>60 min,yes,group study,93.9,96.3,67.3,86.3,b,5.069999999999993
12206,19,female,public,graduate,6.2,77.1,yes,15-30 min,no,coaching,85.7,97.1,74.5,85.5,b,5.949999999999989
4671,14,female,public,diploma,3.7,99.1,yes,>60 min,no,mixed,66.1,66.2,71.0,69.3,d,23.769999999999996
7144,14,male,private,graduate,4.1,76.4,yes,30-60 min,no,group study,76.0,60.0,63.5,71.2,c,21.679999999999993
13180,17,male,private,phd,2.0,80.8,yes,15-30 min,yes,coaching,53.7,43.8,59.2,52.2,e,80.0
2060,16,male,public,diploma,3.7,93.2,yes,30-60 min,yes,textbook,70.4,70.0,82.9,71.8,c,21.019999999999996
141,19,male,private,high school,3.9,71.3,yes,15-30 min,no,mixed,53.8,46.4,54.2,52.6,e,42.13999999999999
1790,18,male,private,high school,1.6,71.3,yes,>60 min,no,group study,32.6,56.5,67.2,50.9,e,80.0
11819,18,female,private,high school,6.1,52.7,yes,>60 min,yes,online videos,71.7,72.8,59.8,75.8,c,90.0
17,17,other,private,phd,2.3,67.3,yes,<15 min,yes,mixed,63.1,46.3,57.1,53.5,e,80.0
13375,18,male,public,phd,5.4,98.7,yes,<15 min,no,group study,92.1,92.8,75.8,82.2,c,9.579999999999984
12541,18,other,public,high school,7.3,68.8,yes,<15 min,no,textbook,83.0,79.2,100.0,95.4,a,-4.940000000000012
465,14,male,public,high school,4.2,56.3,yes,30-60 min,yes,online videos,63.5,62.6,59.7,62.3,d,90.0
4472,19,female,public,graduate,0.5,93.3,yes,<15 min,no,coaching,52.3,41.3,58.3,37.0,f,80.0
1828,19,male,private,diploma,0.8,83.1,yes,30-60 min,no,mixed,49.9,37.7,39.3,40.9,e,80.0
11221,17,other,private,phd,5.2,67.1,yes,30-60 min,yes,mixed,84.6,41.5,53.9,63.4,d,30.25999999999999
8712,18,male,public,high school,7.9,50.8,yes,<15 min,no,textbook,66.5,80.7,68.7,80.2,c,90.0
5957,15,other,public,post graduate,6.3,91.1,yes,15-30 min,no,coaching,89.4,76.8,74.8,77.3,c,14.969999999999999
90,18,female,private,high school,4.5,79.5,yes,<15 min,no,group study,57.0,56.1,62.6,63.4,d,30.25999999999999
4816,15,other,public,graduate,1.3,76.2,yes,<15 min,no,online videos,39.1,53.6,47.6,47.1,e,80.0
2852,16,female,public,graduate,5.5,54.1,yes,<15 min,yes,group study,62.2,63.8,57.7,68.5,d,90.0
2844,16,other,private,post graduate,4.0,55.9,yes,30-60 min,yes,textbook,64.8,88.4,61.7,63.9,d,90.0
12918,17,other,private,no formal,2.2,56.7,yes,<15 min,yes,group study,47.4,47.1,41.7,42.3,e,90.0
10077,17,male,private,no formal,0.9,74.6,yes,<15 min,yes,textbook,30.9,48.2,28.5,32.3,f,80.0
12364,17,male,public,diploma,3.0,94.5,yes,<15 min,no,textbook,76.7,78.0,52.5,62.4,d,31.36
9118,14,female,private,post graduate,3.4,56.9,yes,>60 min,yes,notes,37.8,36.3,25.6,47.5,e,90.0
11927,14,other,private,high school,6.3,90.8,yes,<15 min,no,mixed,68.2,87.3,94.6,85.2,b,6.279999999999987
6544,17,male,private,post graduate,4.5,94.6,no,>60 min,yes,group study,56.3,74.4,68.6,69.7,d,23.329999999999984
5902,14,female,private,no formal,5.9,83.5,yes,15-30 min,no,coaching,95.3,63.8,79.5,84.7,c,6.829999999999984
970,14,other,public,phd,3.3,78.3,yes,>60 min,no,textbook,46.5,72.9,62.0,62.9,d,30.810000000000002
1095,15,male,private,graduate,6.9,93.6,yes,<15 min,yes,textbook,82.9,82.1,88.4,88.2,b,2.9799999999999898
6125,14,male,private,diploma,6.9,85.8,yes,30-60 min,yes,textbook,86.0,85.5,76.8,83.4,c,8.259999999999991
7348,16,other,private,post graduate,6.3,86.8,no,15-30 min,no,online videos,74.4,96.0,81.9,81.4,c,10.45999999999998
3196,15,female,public,diploma,5.0,51.3,yes,15-30 min,no,mixed,61.8,51.5,54.7,61.3,d,90.0
1405,15,other,private,no formal,7.0,66.8,yes,15-30 min,no,notes,100.0,97.5,84.9,92.1,b,-1.3100000000000023
11557,16,male,private,no formal,7.2,97.3,yes,>60 min,yes,coaching,96.6,100.0,100.0,100.0,a,-10.000000000000014
6941,18,male,private,high school,3.6,57.9,yes,30-60 min,no,notes,73.2,44.9,62.1,51.9,e,90.0
4291,14,other,private,post graduate,3.1,53.0,yes,<15 min,yes,coaching,31.1,52.2,42.1,44.8,e,90.0
3983,18,female,private,graduate,7.0,90.7,no,15-30 min,yes,mixed,88.4,97.6,90.4,82.5,c,9.249999999999986
12516,14,female,private,no formal,2.1,92.3,yes,<15 min,no,mixed,73.6,56.0,43.0,57.9,d,80.0
12206,19,female,public,graduate,6.2,77.1,yes,15-30 min,no,coaching,85.7,97.1,74.5,85.5,b,5.949999999999989
5556,17,female,public,phd,2.6,65.7,yes,<15 min,no,coaching,58.6,34.0,50.8,41.5,e,80.0
7955,17,other,private,diploma,7.0,66.8,yes,30-60 min,yes,coaching,60.9,77.1,80.3,76.3,c,16.069999999999993
12749,19,female,private,high school,4.8,70.7,yes,>60 min,yes,textbook,77.1,60.2,68.7,66.8,d,26.519999999999996
4714,16,female,private,post graduate,6.5,98.0,yes,<15 min,no,notes,99.6,88.9,100.0,100.0,a,-10.000000000000014
3093,18,female,public,graduate,3.8,74.4,yes,30-60 min,no,mixed,60.3,42.8,73.6,59.7,d,34.33
4160,14,male,public,post graduate,3.5,88.5,no,15-30 min,yes,mixed,72.0,91.0,72.3,72.1,c,20.689999999999998
6309,16,female,private,phd,1.5,69.7,yes,<15 min,yes,mixed,34.1,29.0,57.6,31.2,f,80.0
10267,15,other,public,post graduate,6.9,67.8,yes,<15 min,no,textbook,72.9,77.4,87.9,83.6,c,8.039999999999992
7479,18,female,public,high school,3.7,82.8,yes,30-60 min,no,coaching,62.5,61.2,87.1,71.0,c,21.89999999999999
8477,16,other,private,graduate,1.4,52.2,yes,15-30 min,no,group study,16.0,30.4,38.6,31.7,f,90.0
13972,17,other,public,post graduate,0.8,83.8,yes,>60 min,no,mixed,37.0,36.8,45.8,41.9,e,80.0
14617,18,other,private,post graduate,2.9,88.5,yes,30-60 min,yes,notes,52.9,68.6,37.2,57.6,d,80.0
4934,18,female,public,no formal,5.5,64.5,yes,15-30 min,no,notes,79.8,95.3,73.8,74.0,c,18.599999999999994
4927,16,male,public,diploma,6.9,54.1,yes,30-60 min,no,notes,92.6,86.3,82.7,79.0,c,90.0
9380,18,male,public,diploma,1.7,69.4,yes,>60 min,no,group study,37.8,44.9,47.3,42.6,e,80.0
3970,17,other,private,diploma,5.4,77.2,yes,30-60 min,no,textbook,77.9,88.6,52.9,70.3,c,22.67
2966,17,female,private,diploma,1.1,95.5,yes,30-60 min,no,mixed,17.6,53.6,30.4,37.4,f,80.0
4320,14,female,private,high school,3.6,95.3,yes,<15 min,yes,coaching,70.0,73.2,73.5,68.7,d,24.429999999999993
8976,14,male,private,post graduate,6.5,62.2,yes,30-60 min,no,coaching,72.6,97.0,92.7,84.7,c,6.829999999999984
7109,15,female,public,graduate,6.1,53.8,yes,30-60 min,yes,group study,84.0,72.0,62.3,66.9,d,90.0
9142,15,other,private,diploma,3.8,80.1,yes,<15 min,no,mixed,67.0,71.9,70.6,69.3,d,23.769999999999996
3940,17,male,private,post graduate,7.8,53.1,yes,<15 min,no,mixed,100.0,77.2,79.7,86.5,b,90.0
45,14,male,private,no formal,1.2,59.1,yes,<15 min,no,group study,37.5,35.0,54.0,42.3,e,90.0
1811,15,other,public,graduate,2.2,84.6,yes,<15 min,no,coaching,57.7,62.8,39.7,53.9,e,80.0
4567,18,other,private,post graduate,7.2,73.2,yes,<15 min,yes,group study,55.6,82.4,79.4,83.5,c,8.149999999999991
10274,14,male,public,high school,6.6,54.1,no,15-30 min,yes,notes,74.6,66.2,64.1,66.0,d,90.0
14989,14,male,public,graduate,4.4,72.3,yes,30-60 min,no,notes,69.2,79.9,75.2,72.0,c,20.799999999999997
11691,14,other,public,post graduate,5.1,73.3,yes,<15 min,yes,textbook,91.6,64.5,99.5,78.0,c,14.199999999999989
9022,17,other,public,graduate,2.2,76.4,yes,15-30 min,yes,coaching,47.4,36.9,32.3,42.2,e,80.0
1910,19,male,public,high school,3.1,83.4,yes,30-60 min,yes,coaching,46.7,60.9,57.3,51.9,e,42.91
6365,18,female,private,diploma,6.9,64.5,no,30-60 min,no,coaching,85.6,74.2,94.5,84.8,c,6.719999999999999
14180,15,female,private,high school,5.8,78.2,yes,<15 min,no,coaching,100.0,86.0,92.5,86.3,b,5.069999999999993
2582,16,other,public,post graduate,4.3,95.7,yes,15-30 min,no,notes,61.0,63.1,82.2,71.8,c,21.019999999999996
692,18,male,private,post graduate,6.6,53.3,yes,<15 min,yes,group study,72.1,69.5,81.2,68.9,d,90.0
12212,19,female,public,graduate,3.0,99.0,yes,30-60 min,yes,mixed,56.7,55.3,65.7,61.7,d,32.129999999999995
13679,19,other,private,no formal,5.3,62.9,yes,15-30 min,yes,mixed,56.3,88.7,54.1,59.3,d,34.769999999999996
932,18,other,public,graduate,3.7,79.9,yes,15-30 min,yes,notes,50.3,50.7,61.7,54.8,e,39.72
13129,17,female,public,diploma,2.0,77.2,yes,15-30 min,no,notes,14.4,38.5,33.8,37.4,f,80.0
7911,14,female,public,no formal,8.0,95.6,yes,<15 min,no,textbook,89.6,84.6,81.2,93.6,b,-2.960000000000008
14227,14,other,private,post graduate,5.6,54.9,yes,<15 min,yes,group study,64.8,64.9,82.5,66.6,d,90.0
13862,15,female,public,high school,7.6,82.5,yes,15-30 min,no,online videos,77.8,86.0,100.0,100.0,a,-10.000000000000014
14918,14,other,public,no formal,2.1,57.6,yes,30-60 min,yes,coaching,30.4,53.4,30.4,40.0,e,90.0
6383,17,female,private,graduate,3.3,63.4,yes,>60 min,yes,notes,45.3,42.4,47.7,47.4,e,95.0
3407,16,male,private,no formal,7.1,98.8,yes,30-60 min,no,mixed,97.0,100.0,95.8,99.4,a,-9.340000000000018
14777,16,female,private,post graduate,1.9,81.6,yes,30-60 min,yes,textbook,44.0,63.8,68.5,54.0,e,80.0
8340,16,other,private,diploma,3.4,88.2,yes,<15 min,yes,group study,50.1,58.5,63.7,58.8,d,35.31999999999999
1033,18,female,public,diploma,7.2,58.4,yes,30-60 min,yes,online videos,77.1,65.4,67.9,71.3,c,90.0
1312,16,other,private,phd,6.6,89.7,yes,>60 min,no,textbook,76.3,85.1,71.6,83.1,c,8.590000000000003
8580,17,male,public,diploma,5.9,59.6,yes,30-60 min,no,mixed,80.9,81.2,77.9,72.3,c,90.0
3122,19,other,private,no formal,4.3,58.7,yes,<15 min,no,notes,69.7,63.3,52.5,59.1,d,90.0
1874,19,female,private,no formal,0.6,51.1,no,30-60 min,no,mixed,41.8,22.4,10.5,20.3,f,90.0
11781,14,other,public,high school,0.9,60.6,yes,>60 min,yes,group study,37.2,54.2,37.5,29.1,f,80.0
9108,18,female,public,post graduate,3.5,58.8,yes,15-30 min,no,coaching,47.7,38.8,48.2,54.3,e,90.0
10071,15,female,private,high school,6.0,78.0,no,<15 min,no,textbook,96.5,90.2,89.4,86.6,b,4.739999999999995
6782,14,male,public,phd,6.7,73.7,yes,15-30 min,no,online videos,82.4,74.2,68.1,77.9,c,14.309999999999988
3749,19,female,public,post graduate,4.7,85.7,yes,15-30 min,no,notes,79.9,86.0,59.7,72.3,c,20.47
278,18,female,private,diploma,3.1,72.0,yes,<15 min,yes,notes,47.6,78.2,71.2,58.1,d,36.089999999999996
10170,19,female,private,phd,1.5,78.7,yes,30-60 min,yes,textbook,15.2,34.9,27.4,35.4,f,80.0
1860,18,female,public,no formal,7.6,55.2,yes,>60 min,no,coaching,98.4,97.0,93.5,86.1,b,90.0
11229,16,female,private,high school,6.5,69.2,yes,15-30 min,no,notes,87.0,93.5,92.1,85.1,b,6.390000000000001
11564,19,male,private,no formal,2.9,81.8,yes,>60 min,yes,coaching,59.3,60.7,68.8,64.7,d,80.0
14114,19,male,private,phd,1.9,78.0,yes,>60 min,yes,mixed,41.5,50.2,39.9,43.9,e,80.0
14925,18,other,private,phd,2.6,76.1,no,<15 min,no,notes,57.9,65.9,45.4,48.7,e,80.0
5930,15,male,public,no formal,7.6,78.1,no,<15 min,no,mixed,85.1,84.4,89.9,92.4,b,-1.6400000000000148
6793,19,female,public,no formal,6.7,96.1,yes,15-30 min,yes,textbook,89.7,95.2,90.8,99.4,a,-9.340000000000018
4714,16,female,private,post graduate,6.5,98.0,yes,<15 min,no,notes,99.6,88.9,100.0,100.0,a,-10.000000000000014
13919,15,male,public,high school,5.1,59.1,no,<15 min,no,mixed,54.1,79.5,63.2,58.0,d,90.0
10375,18,male,private,diploma,5.4,88.7,yes,>60 min,yes,mixed,100.0,72.6,84.8,86.7,b,4.6299999999999955
4676,16,female,private,post graduate,5.8,60.2,yes,<15 min,no,group study,76.1,79.6,80.4,76.6,c,15.739999999999995
1171,17,female,public,phd,5.1,91.5,yes,30-60 min,yes,group study,73.1,88.4,77.6,80.4,c,11.559999999999988
8682,14,other,private,high school,6.0,62.3,yes,15-30 min,no,notes,90.0,82.3,76.3,81.5,c,10.349999999999994
10718,16,other,public,no formal,5.0,68.9,no,15-30 min,no,coaching,72.9,84.3,60.4,75.5,c,16.94999999999999
9375,15,female,private,phd,0.6,93.4,no,30-60 min,no,textbook,32.3,61.0,36.6,42.9,e,80.0
12672,16,other,private,high school,2.6,56.4,yes,>60 min,yes,group study,55.0,45.4,30.9,45.6,e,90.0
12451,17,male,private,high school,5.6,87.8,yes,15-30 min,no,online videos,85.8,86.9,59.5,82.9,c,8.809999999999988
10681,19,other,private,phd,3.7,77.8,yes,30-60 min,yes,online videos,55.9,45.1,67.8,57.1,d,37.18999999999999
10069,15,other,private,diploma,1.4,73.8,yes,15-30 min,yes,online videos,35.6,45.9,46.1,47.0,e,80.0
5309,14,female,public,phd,2.3,78.5,yes,<15 min,yes,coaching,44.6,33.8,53.4,45.4,e,80.0
2463,16,male,private,high school,3.3,50.7,yes,<15 min,no,coaching,44.6,65.3,60.5,55.3,d,90.0
13651,16,other,private,post graduate,7.0,65.0,yes,30-60 min,yes,notes,58.6,94.3,62.9,72.3,c,20.47
9823,15,male,private,phd,1.0,71.5,yes,<15 min,yes,online videos,27.6,15.1,25.6,30.4,f,80.0
13493,16,other,private,diploma,6.9,75.5,no,30-60 min,no,online videos,78.9,94.0,97.3,95.1,a,-4.609999999999999
288,17,other,public,phd,4.4,65.5,yes,30-60 min,yes,textbook,51.0,71.4,71.4,69.3,d,23.769999999999996
5954,17,female,private,high school,6.3,59.4,yes,<15 min,yes,textbook,68.3,71.5,86.2,78.1,c,90.0
4283,15,male,private,diploma,1.5,56.3,yes,30-60 min,no,online videos,41.4,40.8,36.1,40.8,e,90.0
1908,14,other,public,post graduate,7.5,92.1,yes,>60 min,yes,notes,100.0,96.3,89.4,100.0,a,-10.000000000000014
1162,16,male,public,graduate,3.4,78.3,yes,<15 min,yes,mixed,55.6,37.4,45.9,49.3,e,95.0
130,17,male,private,graduate,5.9,73.9,yes,15-30 min,yes,textbook,80.4,66.8,92.5,81.1,c,10.789999999999992
6338,14,male,private,phd,7.1,52.3,yes,15-30 min,yes,coaching,90.1,78.7,99.2,74.9,c,90.0
2364,14,female,private,no formal,7.5,80.4,yes,15-30 min,yes,notes,88.2,83.4,80.9,90.0,b,0.9999999999999858
8152,16,male,public,post graduate,3.4,68.7,yes,<15 min,no,mixed,56.5,66.9,39.3,59.3,d,34.769999999999996
5984,18,female,public,post graduate,4.9,96.1,yes,30-60 min,no,coaching,73.7,83.3,80.3,70.0,d,23.0
144,16,other,private,diploma,7.7,56.0,yes,<15 min,no,mixed,79.1,91.3,92.0,78.7,c,90.0
8208,15,other,private,no formal,1.5,76.0,yes,<15 min,no,coaching,29.0,37.5,37.5,42.4,e,80.0
7470,15,other,private,high school,2.7,89.5,yes,<15 min,yes,textbook,57.1,64.5,64.5,53.3,e,80.0
14759,16,other,private,phd,0.6,70.5,yes,>60 min,yes,textbook,39.1,35.6,28.7,34.3,f,80.0
245,17,female,public,post graduate,7.6,79.8,no,<15 min,yes,mixed,77.5,95.8,100.0,95.8,a,-5.38000000000001
927,17,other,public,diploma,6.6,55.1,yes,<15 min,no,online videos,34.4,60.8,72.0,66.7,d,90.0
3179,15,other,private,graduate,0.5,58.0,yes,15-30 min,no,mixed,27.3,28.3,28.3,33.2,f,90.0
2177,14,female,public,phd,7.9,88.0,yes,30-60 min,no,notes,96.3,98.5,100.0,100.0,a,-10.000000000000014
5003,17,male,private,graduate,2.8,80.6,yes,15-30 min,yes,textbook,66.0,72.7,57.0,63.3,d,80.0
887,14,male,public,diploma,7.4,63.1,yes,>60 min,no,online videos,74.3,91.6,73.0,83.3,c,8.36999999999999
8533,15,female,public,diploma,5.7,85.2,yes,15-30 min,no,online videos,86.0,68.6,81.0,76.3,c,16.069999999999993
10244,15,other,public,graduate,1.8,61.7,yes,<15 min,yes,mixed,32.3,18.4,36.6,31.8,f,80.0
3399,14,other,public,post graduate,1.3,51.7,yes,<15 min,no,notes,44.7,51.6,32.1,37.2,f,90.0
13722,15,male,private,graduate,3.3,78.1,yes,30-60 min,no,mixed,39.5,63.5,74.7,54.0,e,40.599999999999994
12143,14,male,public,diploma,0.6,73.2,yes,15-30 min,yes,group study,30.7,30.9,48.0,29.3,f,80.0
8498,15,male,private,no formal,6.1,77.2,yes,30-60 min,no,online videos,79.7,94.4,79.9,86.9,b,4.409999999999982
9100,15,other,public,high school,5.3,51.5,yes,30-60 min,no,mixed,67.1,68.9,49.9,59.2,d,90.0
2655,19,female,public,high school,3.1,58.2,no,<15 min,yes,group study,43.9,48.0,51.2,44.1,e,90.0
11985,18,female,public,post graduate,2.7,51.6,yes,<15 min,yes,textbook,48.8,24.3,35.9,40.7,e,90.0
7393,15,male,private,phd,3.2,95.0,yes,30-60 min,no,online videos,42.6,58.1,30.7,54.4,e,40.16
12235,18,female,public,diploma,1.3,82.1,yes,<15 min,no,coaching,39.9,32.2,37.1,33.8,f,80.0
1372,16,other,public,high school,4.8,93.4,yes,30-60 min,yes,online videos,67.9,86.6,63.5,68.0,d,25.19999999999999
7136,16,female,public,post graduate,1.2,67.7,yes,15-30 min,no,notes,44.5,30.0,41.6,46.5,e,80.0
321,15,other,private,post graduate,4.3,75.9,yes,>60 min,yes,notes,82.4,62.1,87.3,69.2,d,23.879999999999995
4655,14,female,private,no formal,4.4,74.1,yes,<15 min,yes,notes,52.6,74.1,75.4,74.3,c,18.269999999999996
12252,15,female,private,high school,5.1,56.1,yes,30-60 min,no,textbook,54.1,52.9,76.0,59.6,d,90.0
5301,14,male,public,phd,6.2,54.6,yes,<15 min,yes,textbook,63.9,69.7,87.7,75.2,c,90.0
6762,15,male,public,post graduate,1.4,63.7,yes,<15 min,yes,textbook,17.3,28.2,22.8,30.4,f,80.0
6855,19,female,private,phd,1.9,56.1,yes,30-60 min,no,group study,39.4,21.5,35.1,36.7,f,90.0
5506,19,other,private,phd,1.6,54.8,yes,>60 min,yes,online videos,40.2,53.4,48.7,40.7,e,90.0
13930,14,other,private,graduate,6.2,53.7,yes,<15 min,yes,coaching,98.5,63.1,90.0,75.2,c,90.0
9324,19,female,private,no formal,7.7,96.3,yes,15-30 min,yes,group study,100.0,96.8,100.0,99.7,a,-9.670000000000016
10771,14,male,private,graduate,2.6,71.3,yes,>60 min,yes,coaching,46.8,54.6,42.5,40.2,e,80.0
6554,16,other,public,post graduate,5.7,62.8,no,15-30 min,no,online videos,78.0,52.9,66.0,71.2,c,21.679999999999993
4043,18,other,private,phd,4.8,51.3,yes,30-60 min,no,textbook,42.9,60.5,70.6,61.1,d,90.0
11560,14,female,private,phd,6.5,54.6,yes,30-60 min,yes,online videos,70.0,67.1,70.5,67.4,d,90.0
9010,14,male,private,no formal,2.8,52.0,no,30-60 min,yes,group study,65.2,48.6,37.3,48.7,e,90.0
13483,14,male,public,diploma,6.4,67.8,yes,<15 min,yes,mixed,98.1,97.7,85.4,85.6,b,5.840000000000003
7499,17,other,public,phd,2.6,63.4,yes,>60 min,no,coaching,40.6,45.1,54.7,42.7,e,80.0
6637,14,male,private,phd,6.3,74.1,yes,30-60 min,no,online videos,91.9,79.1,79.5,77.7,c,14.529999999999987
7363,14,other,private,no formal,6.1,84.8,yes,30-60 min,no,online videos,99.8,95.1,79.3,84.4,c,7.159999999999982
12,19,other,public,post graduate,4.0,96.2,yes,<15 min,yes,notes,62.0,54.7,58.0,65.0,d,28.5
195,19,female,private,no formal,1.9,51.1,yes,<15 min,yes,online videos,24.7,36.9,36.8,32.5,f,90.0
2538,16,female,private,diploma,5.9,85.0,no,<15 min,no,group study,67.7,82.9,73.9,78.3,c,13.86999999999999
2843,18,female,private,graduate,6.0,69.9,no,15-30 min,yes,notes,86.1,90.6,99.8,85.6,b,5.840000000000003
2230,19,male,public,phd,1.7,52.9,yes,15-30 min,no,group study,35.4,35.4,44.6,35.4,f,90.0
3010,18,male,public,high school,4.5,62.3,no,15-30 min,no,notes,66.0,67.5,57.5,68.0,d,25.19999999999999
7985,18,other,public,graduate,1.5,53.6,yes,30-60 min,no,group study,45.7,23.4,19.5,27.2,f,90.0
12944,17,male,private,phd,7.9,80.0,no,30-60 min,no,textbook,80.4,100.0,85.4,97.7,a,-7.470000000000013
14210,15,other,public,diploma,6.5,99.5,yes,30-60 min,no,textbook,94.3,100.0,93.3,92.0,b,-1.2000000000000028
2078,16,male,private,phd,0.8,75.2,yes,30-60 min,no,group study,53.7,57.9,22.9,40.0,e,80.0
13908,17,female,public,no formal,5.5,81.7,yes,>60 min,no,textbook,56.4,58.5,74.5,67.6,d,25.64
7846,16,female,private,graduate,2.4,59.7,yes,15-30 min,no,group study,38.9,38.5,43.5,38.7,f,90.0
